Dates,TSX,CAC,DAX,NIK,FTSE,SP
6-Jan-98,6656.3,3037.7,4360.1,14896,5264.4,966.58
7-Jan-98,6590.6,3006.7,4340,15028,5224.1,964
8-Jan-98,6490.7,2954.9,4293.6,15019,5237.1,956.05
9-Jan-98,6272.4,2919.8,4237.8,14995,5138.3,927.69
12-Jan-98,6240,2862.5,4134.6,14664,5068.8,939.21
13-Jan-98,6329.6,2902.9,4150.1,14756,5083.9,952.12
14-Jan-98,6351.1,2919.8,4145.4,15122,5106.9,957.94
15-Jan-98,6327,2932.8,4140.2,15584,5165.8,950.73
16-Jan-98,6418.7,2976.1,4216.2,16046,5263.1,961.51
19-Jan-98,6475.6,2987,4290.1,16262,5273.6,970.055
20-Jan-98,6509.5,3008.3,4310.8,16367,5278.2,978.6
21-Jan-98,6494.6,2998.1,4250.5,16684,5272.3,970.81
22-Jan-98,6387.2,2988.6,4238.8,16406,5253.1,963.04
23-Jan-98,6491,2966.2,4222.2,16789,5181.4,957.59
26-Jan-98,6583.1,3000.5,4266.3,17073,5237.2,956.95
27-Jan-98,6721.7,3052,4316.1,16982,5326.3,969.02
28-Jan-98,6731.1,3088.3,4385.3,16974,5372.6,977.46
29-Jan-98,6719,3133.8,4444.5,17015,5422.4,985.49
30-Jan-98,6700.2,3172.1,4442.5,16628,5458.5,980.28
2-Feb-98,6771.4,3187.5,4529.9,16777,5599,1001.27
3-Feb-98,6773.5,3188.4,4529.2,17023,5612.8,1006
4-Feb-98,6762.6,3166.3,4509.3,16883,5595.8,1006.9
5-Feb-98,6815,3189.6,4494.7,17003,5606.4,1003.54
6-Feb-98,6847.1,3216.7,4536.9,17040,5629.7,1012.46
9-Feb-98,6846.9,3220.9,4519.6,17205,5600.9,1010.74
10-Feb-98,6881.5,3235.8,4558.6,17205,5613.3,1019.01
11-Feb-98,6944.8,3240,4552.5,17190,5607.9,1020.01
12-Feb-98,6980.7,3178.7,4509.4,17175,5552.5,1024.14
13-Feb-98,6972,3187.7,4522.4,16791,5582.3,1020.09
16-Feb-98,6985.2,3225.1,4535.6,16776,5619.9,1021.425
17-Feb-98,6960.5,3280.5,4627.4,16791,5709.5,1022.76
18-Feb-98,6944.2,3281.7,4611.7,16614,5723.4,1032.08
19-Feb-98,6886.3,3250.6,4581.1,16616,5718.5,1028.28
20-Feb-98,6920.7,3262.5,4583,16756,5718.5,1034.21
23-Feb-98,6942.2,3273.5,4610.7,16610,5702.8,1038.14
24-Feb-98,6948.3,3262.3,4604.6,16198,5651,1030.56
25-Feb-98,7002.1,3348.2,4704.6,16361,5745.1,1042.9
26-Feb-98,7087.7,3397,4695.8,16502,5764.8,1048.67
27-Feb-98,7092.5,3421.9,4693.9,16832,5767.3,1049.34
2-Mar-98,7113.1,3446.7,4781.6,17264,5820.6,1047.7
3-Mar-98,7137.9,3414.9,4759.6,17168,5807.7,1052.02
4-Mar-98,7142.8,3381.3,4690.5,17096,5733.1,1047.33
5-Mar-98,7127.7,3395.8,4676.4,16849,5695.6,1035.05
6-Mar-98,7185.6,3483.2,4762.7,17132,5782.9,1055.69
9-Mar-98,7228.1,3525.9,4828.9,16977,5818.9,1052.31
10-Mar-98,7296,3521.5,4852.2,16983,5828.5,1064.25
11-Mar-98,7345.8,3539.4,4862.4,16756,5829.8,1068.47
12-Mar-98,7402.3,3526.6,4838.7,16575,5794.8,1069.92
13-Mar-98,7385.1,3540.2,4872.2,17060,5782.3,1068.61
16-Mar-98,7427.9,3598.3,4905.6,16861,5785.1,1079.27
17-Mar-98,7440.4,3661.3,4945.9,16997,5834.9,1080.45
18-Mar-98,7426.8,3652.5,4908.6,16620,5903.6,1085.52
19-Mar-98,7382.2,3688.7,4949.9,16679,5997.9,1089.74
20-Mar-98,7412.8,3688.9,5045.2,16830,5956.3,1099.16
23-Mar-98,7510.2,3680.1,5014.1,16869,5947,1095.55
24-Mar-98,7551.2,3738.5,5064.4,16606,5983.7,1105.65
25-Mar-98,7579.2,3818.7,5114.1,16658,5967.8,1101.93
26-Mar-98,7569.3,3783.8,5029,16981,5905.6,1100.8
27-Mar-98,7622.5,3810.2,5066.9,16739,5939.3,1095.44
30-Mar-98,7567.9,3800.2,5069.9,16263,5911.9,1093.6
31-Mar-98,7558.5,3875.3,5097.3,16527,5932.2,1101.75
1-Apr-98,7527.9,3883.3,5135.4,16242,6017.6,1108.15
2-Apr-98,7543.4,3935.9,5179,15703,6052.8,1120.01
3-Apr-98,7612.7,3932,5254.3,15518,6064.2,1122.7
6-Apr-98,7645.8,3986.8,5345.9,15706,6105.8,1121.38
7-Apr-98,7579.8,3903.3,5309.7,15979,6094,1109.55
8-Apr-98,7571.1,3873.9,5267.4,16377,6055.2,1101.65
9-Apr-98,7620.6,3894.5,5312.3,16537,6105.5,1110.67
10-Apr-98,7638,3885.566667,5330.866667,16481,6105.033333,1110.18
13-Apr-98,7655.4,3876.633333,5349.433333,16318,6104.566667,1109.69
14-Apr-98,7780.5,3867.7,5368,16277,6104.1,1115.75
15-Apr-98,7817.7,3884.6,5359.2,16299,6074.1,1119.32
16-Apr-98,7803.9,3845.9,5293,15884,6002,1108.17
17-Apr-98,7764.8,3861.6,5326.6,15704,5922.2,1122.72
20-Apr-98,7754.4,3885.7,5407.9,15697,5954.1,1123.65
21-Apr-98,7765.5,3860.4,5373.8,15826,5955,1126.67
22-Apr-98,7822.3,3835.1,5312.3,15762,5931.1,1130.54
23-Apr-98,7816.4,3822.1,5262.6,15762,5898.1,1119.58
24-Apr-98,7703.2,3788.7,5144.4,16011,5863.9,1107.9
27-Apr-98,7564.8,3689.4,5002.7,15650,5722.4,1086.54
28-Apr-98,7567.7,3777.23,5018.67,15395.43,5806.6,1085.11
29-Apr-98,7609.5,3733.93,5108.48,15518.345,5833.1,1094.62
30-Apr-98,7665,3880.92,5107.44,15641.26,5928.3,1111.75
1-May-98,7702.1,3927.585,5211.05,15601.1,6010.3,1121
4-May-98,7737.3,3974.25,5314.66,15482.01333,5998.4,1122.07
5-May-98,7720.1,3944.91,5232.03,15362.92667,5986.5,1115.5
6-May-98,7678.7,3947.45,5229.8,15243.84,5992.4,1104.92
7-May-98,7612.5,3906.36,5186.23,15143.03,5938,1095.14
8-May-98,7699.2,3961.8,5257.58,15149,5969.8,1108.14
11-May-98,7720.7,4017.24,5341.69,15381.9,6028.3,1106.64
12-May-98,7717.7,3987.33,5297.35,15322.48,5956.7,1115.79
13-May-98,7707.5,4019.76,5376.88,15343.81,5972.9,1118.86
14-May-98,7677.9,4011.98,5361.22,15307.69,5948.5,1117.37
15-May-98,7684,3990.23,5393.14,15242.86,5917.8,1108.73
18-May-98,7673.2,3945.31,5342.85,15384.47,5826.2,1105.82
19-May-98,7662.4,3980.84,5388.9,15551.65,5877.8,1109.52
20-May-98,7695.4,4047.92,5510.98,15652.95,5907.4,1119.06
21-May-98,7726.1,4048.85,5537.595,15845.25,5935.6,1114.64
22-May-98,7725.2,4049.78,5564.21,15801.65,5955.6,1110.47
25-May-98,7768.2,4108.71,5575.16,15783.12,5963.15,1102.245
26-May-98,7626,4115.88,5644.29,15884.82,5970.7,1094.02
27-May-98,7542.9,4017.37,5490.64,15664.29,5870.2,1092.23
28-May-98,7579.6,4014.92,5481.26,15796.55,5862.3,1097.6
29-May-98,7589.8,4041.16,5569.08,15670.78,5870.7,1090.82
1-Jun-98,7512.6,4064.07,5575.93,15321.03,5837.9,1090.98
2-Jun-98,7534,4086.98,5582.78,15554.45,5837.9,1093.22
3-Jun-98,7493.2,4149.37,5613.76,15347,5898.4,1082.73
4-Jun-98,7485.4,4119.03,5592.48,15426.47,5860.8,1094.83
5-Jun-98,7508.2,4185.05,5688.5,15323.43,5947.3,1113.86
8-Jun-98,7557.2,4204.58,5779.09,15294.71,6037.8,1115.72
9-Jun-98,7535.4,4201.86,5760.03,15530.17,6019.8,1118.41
10-Jun-98,7433.8,4208.6,5754.46,15339.26,5987.4,1112.28
11-Jun-98,7295.8,4141.61,5712.645,15014.04,5852.5,1094.58
12-Jun-98,7310.9,4050.76,5670.83,15022.33,5769.8,1098.84
15-Jun-98,7104.5,4005.33,5527.32,14825.17,5715.7,1077.01
16-Jun-98,7143.7,4013.28,5591.57,14720.38,5729.7,1087.59
17-Jun-98,7195.1,4092.92,5709.36,14715.38,5832.7,1107.11
18-Jun-98,7138.3,4052.27,5718.06,15361.54,5812.1,1106.37
19-Jun-98,7153.4,4027.32,5702.61,15267.98,5748.1,1100.65
22-Jun-98,7137.5,4018.64,5654.75,15309.09,5712.4,1103.21
23-Jun-98,7175.2,4065.04,5718.71,15054.6,5772,1119.49
24-Jun-98,7264.4,4126.33,5779.91,15123.18,5804.9,1132.88
25-Jun-98,7314.7,4203.81,5866.63,15132.22,5858.9,1129.28
26-Jun-98,7338.7,4215.7,5870.42,15210.04,5877.4,1133.2
29-Jun-98,7409.4,4248.24,5915.13,15365.73,5884.5,1138.49
30-Jun-98,7366.9,4203.45,5897.44,15830.27,5832.5,1133.84
1-Jul-98,7368.75,4260.68,5906.85,16362.89,5919.9,1148.56
2-Jul-98,7370.6,4252.09,5904.1,16471.58,5960.2,1146.42
3-Jul-98,7383.7,4304.38,5953.16,16511.24,5988.4,1151.875
6-Jul-98,7434.5,4311.1,5918.37,16350.45,5990.3,1157.33
7-Jul-98,7454.6,4333.09,5960.98,16416.28,6003.4,1154.66
8-Jul-98,7451.3,4339.91,6013.14,16530.97,6009.6,1166.38
9-Jul-98,7413.2,4319.18,5996.77,16446.95,5969.7,1158.56
10-Jul-98,7389.7,4256.35,5982.42,16090.06,5929.7,1164.33
13-Jul-98,7348.9,4285.666667,6019.48,16360.39,5958.2,1165.19
14-Jul-98,7387.1,4314.983333,6095.28,16488.91,6100.2,1177.58
15-Jul-98,7388.1,4344.3,6108.24,16614.14,6151.5,1174.81
16-Jul-98,7405.8,4358.13,6094.02,16731.92,6166.8,1183.99
17-Jul-98,7418.3,4388.48,6147.87,16570.78,6174,1186.75
20-Jul-98,7432.7,4368.91,6171.43,16563.735,6179,1184.1
21-Jul-98,7409.4,4322.08,6165.52,16556.69,6132.7,1165.07
22-Jul-98,7349.9,4220.12,6110.73,16293.06,5989.6,1164.08
23-Jul-98,7227.4,4235.89,6058.45,16188.01,5976.2,1139.75
24-Jul-98,7170.6,4205.41,6035.28,16361.89,5892.3,1140.8
27-Jul-98,7140.6,4139.53,5885,15944.36,5836.1,1147.27
28-Jul-98,7067.8,4122.35,5889.01,16114.54,5835.8,1130.24
29-Jul-98,7000.1,4139.19,5853.63,16158.09,5844.1,1125.21
30-Jul-98,7046,4197.64,5880.87,16201.6,5910.7,1142.95
31-Jul-98,6931.4,4177.31,5873.92,16378.97,5837,1120.67
3-Aug-98,6817.85,4095.03,5758.77,16165.08,5809.7,1112.44
4-Aug-98,6704.3,4047.88,5756.2,16023.58,5736.1,1072.12
5-Aug-98,6731,3976.4,5632.51,15992.16,5632.5,1081.43
6-Aug-98,6675.8,3968.59,5517.64,15876.22,5594.1,1089.63
7-Aug-98,6641.1,4041.88,5581.22,15829.17,5680.4,1089.45
10-Aug-98,6523.7,3939.45,5476.25,15626.42,5587.6,1083.14
11-Aug-98,6312.9,3845.98,5268.4,15406.99,5432.8,1068.98
12-Aug-98,6495.4,3945.7,5402.37,15378.97,5462.2,1084.22
13-Aug-98,6345.2,3951.69,5356.23,15382.02,5399.5,1074.91
14-Aug-98,6297.5,3994.91,5447.9,15123.93,5455,1062.75
17-Aug-98,6404.5,3983.81,5456.58,14794.66,5467.2,1083.67
18-Aug-98,6517.7,4123.25,5568.88,15063.79,5648.2,1101.2
19-Aug-98,6511.8,4125.72,5596.41,15406.34,5694.3,1098.06
20-Aug-98,6421.1,4087.49,5488.22,15391.41,5667.4,1091.6
21-Aug-98,6294.3,3943.68,5163.51,15298.2,5477,1081.24
24-Aug-98,6248.9,3937.43,5234.88,14988.36,5553.7,1088.14
25-Aug-98,6256,4029.32,5372.76,15072.93,5654.4,1092.85
26-Aug-98,6172.3,3913.17,5231.61,14866.03,5545.4,1084.19
27-Aug-98,5799.5,3745.64,5060.84,14413.79,5368.5,1042.59
28-Aug-98,5766.3,3708.97,4993.54,13915.63,5249.4,1027.14
31-Aug-98,5530.7,3765.23,4833.89,14107.89,5209.25,957.28
1-Sep-98,5538.1,3646.29,4791.81,14369.63,5169.1,994.26
2-Sep-98,5682.5,3729.67,4970.5,14376.62,5235.8,990.48
3-Sep-98,5711.2,3646.46,4812.18,14261.24,5118.7,982.26
4-Sep-98,5742.5,3690.75,4820.25,14042.91,5167,973.89
7-Sep-98,5859.8,3695.35,4923.37,14790.06,5347,998.675
8-Sep-98,5977.1,3803.74,5103.84,14913.49,5344.2,1023.46
9-Sep-98,5871.8,3762.13,5040.87,14755.54,5311.3,1006.2
10-Sep-98,5796.8,3589.35,4747.33,14666.03,5136.6,980.19
11-Sep-98,5889.4,3578.34,4737.15,13916.98,5118.6,1009.06
14-Sep-98,5879.4,3714.81,4896.49,14227.37,5268.6,1029.72
15-Sep-98,5857,3698,4831.22,14212.535,5281.7,1037.68
16-Sep-98,5906.1,3729.32,4857.97,14197.7,5291.7,1045.48
17-Sep-98,5725.6,3525.26,4669.51,13859.14,5132.9,1018.87
18-Sep-98,5771.4,3465.22,4598.58,13983.12,5055.6,1020.09
21-Sep-98,5774.3,3342.65,4433.87,13597.3,4990.3,1023.89
22-Sep-98,5822.7,3347.98,4575.15,13789.81,5103.3,1029.63
23-Sep-98,6015.1,3423.78,4699.39,13997.795,5214.7,1066.09
24-Sep-98,5892.4,3381.13,4646.25,14205.78,5167.6,1042.72
25-Sep-98,5845.7,3310.59,4561.58,13723.84,5016,1044.75
28-Sep-98,5869.3,3337.64,4653.94,13909.37,5093.5,1048.69
29-Sep-98,5762.1,3337.05,4578.27,13821.43,5108.7,1049.02
30-Sep-98,5614.1,3197.95,4474.51,13406.39,5064.4,1017.01
1-Oct-98,5438,3038.01,4226.49,13197.12,4908.2,986.39
2-Oct-98,5517.1,3039.14,3962.5,13223.69,4750.4,1002.6
5-Oct-98,5335.6,2979.89,4034.23,12948.12,4648.7,988.56
6-Oct-98,5398.1,3136.48,4156.64,13021.64,4854,984.59
7-Oct-98,5463.4,3097.69,4087.83,13825.61,4828.9,970.68
8-Oct-98,5401.6,2959.97,3896.08,13026.06,4698.9,959.44
9-Oct-98,5481.8,3092.9,3983.65,12879.97,4823.4,984.39
12-Oct-98,5513.35,3263.32,4225.49,13555.01,5037.6,997.71
13-Oct-98,5544.9,3278.85,4274.48,13242.79,4990.1,994.8
14-Oct-98,5595.7,3361.04,4318.52,13070.73,5038.4,1005.53
15-Oct-98,5864,3362.26,4399.05,12995.37,5056.3,1047.49
16-Oct-98,5880.1,3390.1,4489.1,13280.54,5133.1,1056.42
19-Oct-98,5832.3,3395.35,4458.4,13567.2,5077.5,1062.39
20-Oct-98,5870.7,3492.52,4595.82,13808.05,5251.9,1063.93
21-Oct-98,5848.4,3440.78,4523.24,14216.33,5206.6,1069.92
22-Oct-98,5853.1,3420.92,4454.28,14295.56,5229.9,1078.48
23-Oct-98,5842,3393.76,4451.09,14144.7,5217.1,1070.67
26-Oct-98,5929,3449.48,4577.74,13843.46,5231.5,1072.32
27-Oct-98,5996.8,3550.75,4682.45,13820.68,5331.2,1065.34
28-Oct-98,6033.8,3493.6,4536.34,13516.07,5293.9,1068.09
29-Oct-98,6115.4,3483.43,4549.33,13668.72,5358.5,1085.93
30-Oct-98,6208.3,3522.93,4671.12,13564.51,5438.4,1098.67
2-Nov-98,6315.7,3569.6,4761.15,13952.75,5525.5,1111.6
3-Nov-98,6296.5,3583.64,4705.08,14240.28,5503.9,1110.84
4-Nov-98,6365.8,3684.16,4841.72,14527.81,5622.9,1118.67
5-Nov-98,6413,3596.18,4811.6,14341.37,5479.8,1133.85
6-Nov-98,6417.9,3588.63,4836.22,14121.97,5491,1141.01
9-Nov-98,6341.4,3585.32,4768.58,14194.54,5433.9,1130.2
10-Nov-98,6258.3,3544.74,4662.78,14108.09,5432.3,1128.26
11-Nov-98,6279.3,3552.485,4717.7,14428.02,5476.8,1120.97
12-Nov-98,6256.1,3560.23,4639.89,14075.06,5449,1117.69
13-Nov-98,6336.1,3562.23,4639.65,14268.21,5463.2,1125.72
16-Nov-98,6357.3,3621.85,4783.77,14428.27,5510.5,1135.87
17-Nov-98,6337.8,3601.57,4702.63,14413,5502.7,1139.32
18-Nov-98,6342.2,3612.5,4698.72,14599.23,5474,1144.48
19-Nov-98,6439.6,3706.76,4795.69,14354.46,5606.2,1152.61
20-Nov-98,6522.3,3802.7,4911.88,14779.94,5717.5,1163.55
23-Nov-98,6672.9,3845.81,5019.12,14972.29,5848.4,1188.21
24-Nov-98,6570.3,3839.38,4958.82,15164.64,5798.3,1182.99
25-Nov-98,6526.8,3849.84,4944.37,15073.47,5755.3,1186.87
26-Nov-98,6559.8,3915.53,5051.63,15207.77,5827.9,1189.6
27-Nov-98,6468.3,3950.94,5121.48,15069.39,5844.2,1192.33
30-Nov-98,6344.2,3843.38,5022.7,14883.7,5743.9,1163.63
1-Dec-98,6457.1,3688.34,4781.73,14835.41,5537.5,1175.28
2-Dec-98,6380.5,3649.91,4691.69,14986.62,5507.2,1171.25
3-Dec-98,6295.8,3715.67,4787.08,14697.08,5566.1,1150.14
4-Dec-98,6339,3738.59,4775.23,14639.97,5581.9,1176.74
7-Dec-98,6366.9,3771.22,4713.96,14723.49,5576.7,1187.7
8-Dec-98,6399.8,3765.41,4699.34,14808.2,5615.7,1181.38
9-Dec-98,6406.3,3772.61,4663.68,14931.9,5669.1,1183.49
10-Dec-98,6315.7,3746.97,4642.69,14807.8,5660.3,1165.02
11-Dec-98,6258.8,3695.7,4536.2,14405.64,5541.7,1166.46
14-Dec-98,6217.7,3663.21,4522.86,14111.62,5534.5,1141.2
15-Dec-98,6236.7,3673.76,4574.5,14011.19,5557.1,1162.83
16-Dec-98,6283.8,3707.47,4663.45,14096.3,5630.4,1161.94
17-Dec-98,6291.5,3751.17,4723.81,14126.99,5685.2,1179.98
18-Dec-98,6353.3,3691.89,4629.23,14194.29,5741.9,1188.03
21-Dec-98,6381,3803.41,4780.93,14152.95,5876.5,1202.84
22-Dec-98,6373.8,3820.47,4825.38,13779.45,5843.3,1203.57
23-Dec-98,6447.2,3872.42,4951.77,13743.09,5908.8,1228.54
24-Dec-98,6465.4,3872.646667,4982.77,13706.73,5867.2,1226.27
25-Dec-98,6467.666667,3872.873333,5013.77,13707.895,5891.966667,1225.88
28-Dec-98,6469.933333,3873.1,5044.77,13709.06,5916.733333,1225.49
29-Dec-98,6472.2,3891.1,5031.87,13846.9,5941.5,1241.81
30-Dec-98,6430.1,3942.66,5002.39,13842.17,5882.6,1231.93
31-Dec-98,6485.9,4010.94,5085.713333,13700.07667,5881.533333,1229.23
1-Jan-99,6520.1,4079.22,5169.036667,13557.98333,5880.466667,1228.665
4-Jan-99,6554.3,4147.5,5252.36,13415.89,5879.4,1228.1
5-Jan-99,6660.5,4200.78,5253.91,13232.74,5958.2,1244.78
6-Jan-99,6805.3,4294.82,5443.62,13468.46,6148.8,1272.34
7-Jan-99,6802.2,4230.67,5323.21,13536.56,6101.2,1269.73
8-Jan-99,6868.9,4245.42,5392.84,13391.81,6147.2,1275.09
11-Jan-99,6842.3,4201.9,5270.6,13368.48,6085,1263.88
12-Jan-99,6700.8,4100.7,5200.1,13360.97,6033.6,1239.51
13-Jan-99,6632.1,3958.72,4931.8,13403.6,5850.1,1234.4
14-Jan-99,6594.2,3997.06,4912.75,13738.86,5820.2,1212.19
15-Jan-99,6759.4,4054.81,4960.22,13771.96,5941,1243.26
18-Jan-99,6822.8,4151.68,5050.4,13805.06,6123.9,1247.63
19-Jan-99,6758.9,4115.99,5073.15,13770.44,6027.6,1252
20-Jan-99,6712.3,4190.01,5143.06,14028.05,6105.6,1256.62
21-Jan-99,6635.8,4154.03,5156.67,14245.42,6022.3,1235.16
22-Jan-99,6593.9,4019.33,5019.28,14154.4,5861.2,1225.19
25-Jan-99,6618.5,4050.8,4982.45,14208.81,5880.9,1233.98
26-Jan-99,6663.5,4071.28,4986.8,14382.01,5885.7,1252.31
27-Jan-99,6651.7,4098.1,5061.18,14450.06,5876.4,1243.17
28-Jan-99,6668.5,4199.67,5096.41,14342.32,5872.5,1265.37
29-Jan-99,6729.6,4251.8,5159.96,14499.25,5896,1279.64
1-Feb-99,6765.4,4303.92,5190.82,14465.18,6012.4,1273
2-Feb-99,6683.8,4243.57,5166.87,14349.83,6013,1261.99
3-Feb-99,6721.5,4188.84,5085.66,14161.31,5940.3,1272.07
4-Feb-99,6661.1,4167.42,5077.85,14086.85,5939.9,1248.49
5-Feb-99,6633.4,4147.3,5080.77,13898.08,5855.3,1239.4
8-Feb-99,6583.8,4154.02,5027.22,13992.49,5834.9,1243.77
9-Feb-99,6444,4038.49,4904.35,13902.66,5779.9,1216.14
10-Feb-99,6400.7,4001.93,4796.82,13952.4,5770.2,1223.55
11-Feb-99,6490.8,4072.34,4839.33,13963.045,5888.5,1254.04
12-Feb-99,6433.7,4060.36,4888.74,13973.69,5950.7,1230.13
15-Feb-99,6447.6,4065.19,4879.55,14054.72,6023.2,1236
16-Feb-99,6386.5,4052.32,4904.68,14232.64,6108.6,1241.87
17-Feb-99,6324.7,3985.49,4810.09,14158.67,6078.4,1224.03
18-Feb-99,6364.1,4039.41,4845.08,14146.79,6074.9,1237.28
19-Feb-99,6409.5,4130.48,4802.38,14098.04,6031.2,1239.22
22-Feb-99,6504.6,4165.86,4845.18,14256.67,6069.9,1272.14
23-Feb-99,6454.7,4207.95,4987.56,14500.65,6155.2,1271.18
24-Feb-99,6339.4,4213.7,5062.31,14355.45,6307.6,1253.41
25-Feb-99,6306.7,4152.56,4958.58,14470.45,6206.5,1245.02
26-Feb-99,6312.7,4092.94,4911.81,14367.54,6175.1,1238.33
1-Mar-99,6302.2,4032.05,4784.31,14221.75,6060.9,1236.16
2-Mar-99,6225.2,4048.63,4804.02,13921.06,6061.3,1225.5
3-Mar-99,6180.3,4004.16,4697.67,14170.36,6048.3,1227.7
4-Mar-99,6268.7,4087.99,4678.72,14183.45,6101.4,1246.64
5-Mar-99,6415.1,4189.56,4839.09,14894,6205.5,1275.47
8-Mar-99,6503.4,4175.97,4788.69,14779.05,6208.8,1282.73
9-Mar-99,6488.4,4159.8,4758.46,15096.7,6237.7,1279.84
10-Mar-99,6572.6,4162.31,4721.41,15480,6241.5,1286.84
11-Mar-99,6565.8,4184.38,4754.41,15502.14,6335.7,1297.68
12-Mar-99,6562.1,4175.03,5008.16,15488.86,6282.2,1294.59
15-Mar-99,6606,4185.12,5029.24,15779.6,6206.8,1307.26
16-Mar-99,6619.8,4186.35,5094.63,16072.82,6201.9,1306.38
17-Mar-99,6593.8,4170.01,5077.43,16268.11,6140.6,1297.82
18-Mar-99,6586.4,4152.37,5013.62,15717.92,6114.3,1316.55
19-Mar-99,6598.8,4219.65,5099.48,16378.78,6163.2,1299.29
22-Mar-99,6596.6,4197.06,5027.06,16198.94,6152.8,1297.01
23-Mar-99,6482.3,4079.47,4915.03,16019.1,6060.5,1262.14
24-Mar-99,6527.3,4058.16,4780.13,15515.47,6016.7,1268.59
25-Mar-99,6593.5,4137.01,4860.26,15986.04,6085,1289.99
26-Mar-99,6635.2,4115.71,4775.17,16016.99,6139.2,1282.8
29-Mar-99,6652.8,4153.65,4876.92,16008.84,6252.9,1310.17
30-Mar-99,6575.9,4141.98,4856.84,15859.12,6264.1,1300.75
31-Mar-99,6597.8,4197.88,4884.2,15836.59,6295.3,1286.37
1-Apr-99,6624.8,4229.85,4914.59,16327.56,6330,1293.72
2-Apr-99,6682.25,4254.726667,4931.49,16290.19,6358.433333,1307.42
5-Apr-99,6739.7,4279.603333,4948.39,16334.78,6386.866667,1321.12
6-Apr-99,6768.5,4304.48,4965.29,16479.71,6415.3,1317.89
7-Apr-99,6786.7,4318.04,5052.27,16554.5,6473.2,1326.89
8-Apr-99,6932.6,4330.7,5068.75,16846.69,6437.9,1343.98
9-Apr-99,6889.8,4363.14,5124.18,16855.63,6472.8,1348.35
12-Apr-99,6938.9,4355,5159.16,16507.4,6441.2,1358.63
13-Apr-99,6913.3,4367.41,5199.18,16715.16,6513.1,1349.82
14-Apr-99,6948.9,4349.26,5182.16,16764.68,6493.6,1328.44
15-Apr-99,6990.5,4310.64,5181.01,16727.08,6466.1,1322.85
16-Apr-99,7013.2,4300.91,5155.35,16851.58,6420.6,1319
19-Apr-99,6907.7,4379.34,5220.15,16674.21,6515.3,1289.48
20-Apr-99,6925.3,4253.27,5087.29,16697.11,6319.8,1306.17
21-Apr-99,7019.8,4291.6,5163.29,16495.02,6311,1336.12
22-Apr-99,7017,4291.85,5218.82,16665.88,6413.6,1358.82
23-Apr-99,7028.5,4262.43,5195.42,16923.25,6428,1356.85
26-Apr-99,7052.1,4284.4,5256.22,16918.51,6503.6,1360.04
27-Apr-99,7063.3,4390.92,5347.5,16957.27,6593.6,1362.8
28-Apr-99,7101.1,4374.7,5348.61,16942.24,6598.8,1350.91
29-Apr-99,7093.3,4371.53,5334.42,16821.885,6497.6,1342.83
30-Apr-99,7014.7,4405.35,5393.11,16701.53,6552.2,1335.18
3-May-99,7082,4442.84,5377.56,16851.3,6542.65,1354.63
4-May-99,7054.8,4438.55,5383.21,17001.07,6533.1,1332
5-May-99,7023.6,4368.17,5307.22,17150.84,6401.7,1347.31
6-May-99,6989.3,4333.24,5274.45,17300.61,6406.6,1332.05
7-May-99,6958.9,4289.56,5297.38,16946.52,6356,1345
10-May-99,6997.1,4347.15,5205.95,16977.01,6348.8,1340.3
11-May-99,7010.6,4349.98,5249.15,16743.18,6378.3,1355.61
12-May-99,7003.8,4354.79,5248.02,16947.36,6343.1,1364
13-May-99,7057.2,4415.88,5210.635,16851.25,6456.6,1367.56
14-May-99,6886.5,4323.83,5173.25,16810.39,6300.4,1337.8
17-May-99,6873.6,4248.94,5114.47,16421.02,6165.8,1339.49
18-May-99,6926.5,4312.74,5154.94,16378.62,6206.4,1333.32
19-May-99,7014.4,4375.91,5184.51,16128.18,6266.7,1344.23
20-May-99,6974.9,4421.91,5235.64,16199.99,6368.2,1338.83
21-May-99,6966,4398.13,5264.68,16292.98,6353.1,1330.29
24-May-99,6882.75,4385.955,5203.89,16390.49,6322.1,1306.65
25-May-99,6799.5,4373.78,5143.1,16214.23,6249.3,1284.4
26-May-99,6784.9,4376.68,5160.44,16230.52,6236.8,1304.76
27-May-99,6727.8,4326.44,5083.83,16177.19,6199.5,1281.41
28-May-99,6802.7,4315.04,5068.73,15972.68,6226.2,1301.84
31-May-99,6841.8,4351.29,5069.83,16111.65,6238.1,1298.05
1-Jun-99,6852.4,4313.69,5021.24,16408.5,6250,1294.26
2-Jun-99,6850.8,4315.34,4997.83,16417.99,6302.2,1294.81
3-Jun-99,6887.1,4354.52,5052.82,16227.5,6348.6,1299.54
4-Jun-99,6940.1,4344.25,5107.81,16300.75,6361.5,1327.75
7-Jun-99,7010.8,4404.24,5190.15,16475.89,6412,1334.52
8-Jun-99,6937.7,4407.58,5211.08,16562.92,6431.5,1317.33
9-Jun-99,6960.4,4422.39,5253.89,16622.5,6453,1318.64
10-Jun-99,6921.4,4380.99,5206.47,17102.62,6403.4,1302.82
11-Jun-99,6917.1,4385.83,5262.15,17198.55,6484.8,1293.64
14-Jun-99,6895.6,4372.39,5268.87,17188.82,6430.1,1294
15-Jun-99,6865.8,4418.18,5342.86,17282,6451.2,1301.16
16-Jun-99,6925.3,4481.75,5381.25,17210.18,6504.9,1330.41
17-Jun-99,6929.1,4508.77,5412,17470.45,6493.6,1339.9
18-Jun-99,7005.1,4539.56,5430.32,17431.26,6527.8,1342.84
